t,a,o2,r,d,_
309,[ 0.512878    0.3862952   0.6666597  -0.7410938   0.10241778  0.5902457 ],"[  1.19283401  -0.25485993   0.14280704  -1.02062878   0.85241566
  -0.11790458  -0.21638459   0.83911128  -1.01348021  -0.1849499
  -1.93858872   7.5792747  -10.          -6.23473036  -0.81603392
  -0.60639928  -3.20316682]",0.06181643725404868,False,"{'x_position': -0.06682269152674501, 'x_velocity': -0.9364187602900492}"
310,[-0.6566274   0.25839275  0.11023622 -0.67175716  0.2781068  -0.12264027],"[  1.19107556  -0.30705152   0.14642573  -1.15793623   0.81126026
  -0.18272131  -0.19119809   0.79919861  -1.3116162   -0.28725943
 -10.          -6.50359174 -10.          -3.91577288 -10.
   6.87101635  -6.91036601]",-0.16577663883505245,False,"{'x_position': -0.07614047487744618, 'x_velocity': -1.1647229188376464}"
311,[ 0.4027638   0.6097039  -0.37514764  0.3845602  -0.414689   -0.363924  ],"[  1.18887915  -0.38585968   0.10354227  -1.26368528   0.75719789
  -0.28596893  -0.15010266   0.73112152  -1.21259556  -0.24630781
  -8.79477408  -4.35734881 -10.          -9.52501664 -10.
   3.44206748 -10.        ]",-0.2564203063552974,False,"{'x_position': -0.08618282142863036, 'x_velocity': -1.255293318898022}"
312,[-0.932947    0.64875025  0.03142457  0.23032777 -0.6029443  -0.68629956],"[  1.18652984  -0.4732944    0.03932104  -1.3421194    0.69119028
  -0.38790215  -0.12622418   0.61911301  -1.45688955  -0.36276226
 -10.         -10.          -7.27592878  -6.95181968 -10.
   2.40410881 -10.        ]",-0.3412294523331838,False,"{'x_position': -0.09689521821405914, 'x_velocity': -1.339049598178597}"
313,[ 0.5857464   0.00187129  0.23361072  0.9256204   0.5086527  -0.16209844],"[  1.18447098  -0.5501629   -0.01998759  -1.40337248   0.64662165
  -0.47131468  -0.11037222   0.47004543  -0.93987182  -0.09394772
  -5.77127235  -2.61955208  -8.23657252  -4.28317944  -5.63444838
   1.45885527 -10.        ]",-0.2012894282456134,False,"{'x_position': -0.10649321801769433, 'x_velocity': -1.1997499754543994}"
314,[-0.10285518  0.7357287   0.11018796  0.7622745   0.99657613 -0.37107494],"[  1.18490017  -0.58840268  -0.03876683  -1.45756194   0.62564056
  -0.51857516  -0.07476267   0.29073142  -0.49104916   0.20253773
  -3.77562065  -2.03546293  -5.38326699  -0.94395037  -6.16508461
   7.47540827 -10.        ]",0.28409703713223894,False,"{'x_position': -0.11220223419919782, 'x_velocity': -0.7136270226879362}"
315,[ 0.00296491  0.63976365 -0.7374021   0.8453524  -0.34592345  0.18041807],"[  1.18787179  -0.59834325  -0.02674374  -1.50532673   0.57281344
  -0.52982968  -0.04267054   0.10091914  -0.43090367   0.54252293
   1.26503968   5.02791158  -6.50118077 -10.           3.31245993
   0.5451922  -10.        ]",0.5383309273993461,False,"{'x_position': -0.11588102755968903, 'x_velocity': -0.45984917006140075}"
316,[ 0.5656088  -0.46178588  0.16168411  0.8824128  -0.5468019  -0.2536855 ],"[  1.19288061  -0.56830489   0.04157184  -1.56356773   0.4805665
  -0.46434489  -0.06784685  -0.0719024   -0.56653203   0.50367239
   2.86151427   7.24542984  -6.7622277   -9.78406007   8.61514648
  -5.63025661 -10.        ]",0.5717814313120906,False,"{'x_position': -0.1192931656908726, 'x_velocity': -0.4265172663979466}"
317,[-0.95802706 -0.9953974   0.1178925   0.89917344 -0.7731973  -0.20074728],"[  1.19496117  -0.56215592   0.07849842  -1.61599652   0.41360879
  -0.40052405  -0.13954722  -0.22075777  -1.05983826   0.03014824
  -0.96300757   2.49006488  -6.51264306  -7.01194311   7.78932727
 -10.         -10.        ]",0.17444874607929983,False,"{'x_position': -0.1258706223073212, 'x_velocity': -0.8221820770560762}"
318,[-0.66046894 -0.78222436 -0.47574958  0.0268609  -0.03123513 -0.97758543],"[  1.1946948   -0.58473302   0.08219297  -1.66807448   0.3240244
  -0.35971634  -0.23273937  -0.28691392  -1.34655691  -0.09653558
  -4.66770543  -1.54145729  -6.4277798  -10.           2.49325789
 -10.          -6.13162676]",-0.2045638247944104,False,"{'x_position': -0.1354892784878756, 'x_velocity': -1.2023320225692975}"
319,[ 0.2634013   0.56935376  0.7191851  -0.1032715  -0.16283372 -0.5981374 ],"[  1.19435833  -0.62135114   0.06373388  -1.70875911   0.25133789
  -0.34034881  -0.31755386  -0.323165    -1.24733047   0.01163422
  -4.47761478  -3.06035311  -3.85517368  -2.78897709   2.37788237
 -10.          -3.48638237]",-0.29749249124197413,False,"{'x_position': -0.1458587726628065, 'x_velocity': -1.2961867718663638}"
320,"[-8.9443892e-02  4.0584241e-04  8.3677197e-01 -4.0716499e-01
  8.2568127e-01 -4.1853064e-01]","[ 1.19430892e+00 -6.75865980e-01  5.04433661e-03 -1.72516811e+00
  2.88258058e-01 -3.60330466e-01 -3.70436876e-01 -3.53556594e-01
 -1.13321573e+00 -2.64881980e-02 -9.14561087e+00 -1.00000000e+01
 -1.81822698e-01  1.00000000e+01 -7.30286261e+00 -2.87553853e+00
 -4.28727499e+00]",-0.19430447590485767,False,"{'x_position': -0.1553993613621581, 'x_velocity': -1.1925735874189491}"
321,[-0.263297   -0.9290683  -0.5433207   0.16328472 -0.60439175  0.13916466],"[ 1.19237955 -0.74297339 -0.07037101 -1.74094867  0.34106744 -0.39937265
 -0.41704287 -0.36945221 -1.3061506  -0.45561925 -7.62519241 -7.25798485
 -3.81539429  1.31565401 -2.47837347 -8.72068905  0.16497743]",-0.22109643572957213,False,"{'x_position': -0.16515502077791105, 'x_velocity': -1.2194574269691199}"
322,[-0.28209245  0.6919268   0.6615756  -0.9492496   0.6112186   0.4127565 ],"[  1.18661955  -0.83936493  -0.18592098  -1.7483017    0.40415118
  -0.48149497  -0.44977406  -0.35182093  -1.06775076  -1.01933998
 -10.         -10.           2.07195024  10.         -10.
   0.32738769   4.27384902]",-0.21035217591560362,False,"{'x_position': -0.17481830976955595, 'x_velocity': -1.2079111239556122}"
323,[-0.8110827   0.60872656  0.17832382 -0.34547704  0.78806317 -0.39919448],"[  1.17605265  -1.00429763  -0.41025022  -1.70594711   0.53766002
  -0.68092735  -0.41222761  -0.34991017  -0.54033277  -1.68659435
 -10.         -10.           8.5552996   10.         -10.
   8.79109625  -3.37055289]",0.15109026293496614,True,"{'x_position': -0.18159390801195482, 'x_velocity': -0.846949780299859}"
324,[-0.9254728   0.79698044 -0.5149367  -0.19618258  0.14047611  0.3800531 ],"[ 1.24927323e+00 -2.35074843e-02 -3.91366139e-02  1.87502051e-02
 -3.62360260e-02 -3.48503757e-02  5.98823669e-03  2.51916502e-02
 -4.73510407e-01 -8.55005931e-02 -6.28120534e+00 -8.47597598e+00
  2.53862459e+00 -7.45130816e+00 -7.82616390e+00  1.07349399e+00
  5.37216427e+00]",0.8188053355186732,False,"{'x_position': 0.00016836000059827967, 'x_velocity': -0.1792351653606145}"
325,[-0.15660119 -0.02409899 -0.98086447  0.6014463  -0.22206244 -0.82453233],"[ 1.24971334e+00 -5.87537943e-02 -8.37836606e-02  3.15777540e-02
 -1.56932348e-01 -7.25437193e-02  2.80457386e-03  1.74034306e-02
 -4.69005907e-01  2.05375192e-01 -2.55810066e+00 -2.74917204e+00
  8.57641457e-01 -1.00000000e+01 -1.63821979e+00 -1.84282267e+00
 -7.28395572e+00]",0.5271157544808037,False,"{'x_position': -0.0035980891428460614, 'x_velocity': -0.4708061429305427}"
326,[-0.7289442   0.504806   -0.3146732  -0.7016857  -0.25587308 -0.20661718],"[ 1.25088911e+00 -1.08750075e-01 -1.37558873e-01  3.60048074e-02
 -3.12101984e-01 -1.23667730e-01 -1.93900417e-03 -5.54415652e-02
 -1.16887941e+00  5.72717782e-02 -9.97518337e+00 -1.00000000e+01
  3.06985605e-01 -1.00000000e+01 -1.00000000e+01  9.42916378e-01
 -1.00000000e+01]",0.17276671487142184,False,"{'x_position': -0.010204069563431572, 'x_velocity': -0.8257475525731888}"
327,[ 0.49032328  0.35640633 -0.7505913   0.51491094  0.7323144   0.920213  ],"[ 1.25129423e+00 -1.67024644e-01 -1.99941007e-01  3.56886763e-02
 -3.71443403e-01 -1.88141630e-01  1.27880382e-03 -9.40468894e-02
 -6.66139589e-01  7.01975450e-02 -4.62784929e+00 -4.82781831e+00
 -3.03254398e-01 -3.60299117e+00 -4.85625742e+00 -1.51728403e-01
  1.45597830e+00]",0.08059952473719775,False,"{'x_position': -0.017538641050851983, 'x_velocity': -0.9168214359275514}"
328,[-0.8821476  -0.52627003  0.14331986 -0.6916707  -0.52090526 -0.7606315 ],"[ 1.25069558e+00 -2.35507425e-01 -2.73710388e-01  3.19758427e-02
 -3.76547304e-01 -2.62214258e-01  9.22873866e-04 -1.24954532e-01
 -1.45661425e+00 -2.62516463e-01 -1.00000000e+01 -1.00000000e+01
 -5.79984297e-01  1.85566047e+00 -1.00000000e+01  4.00105145e-02
 -9.22434598e+00]",-0.06881450807674554,False,"{'x_position': -0.026069925147539922, 'x_velocity': -1.0664105120859924}"
329,[-0.16212285  0.9630927   0.9181073  -0.10232577 -0.40378726 -0.43402734],"[ 1.24678963e+00 -3.40098183e-01 -3.89988530e-01  2.75515404e-02
 -3.06436834e-01 -3.75202883e-01 -3.04751310e-04 -2.20720288e-01
 -1.47404800e+00 -7.22182688e-01 -1.00000000e+01 -1.00000000e+01
 -5.16804740e-01  1.00000000e+01 -1.00000000e+01 -3.31189927e-01
 -1.00000000e+01]",-0.4696540546309408,False,"{'x_position': -0.03780988841191899, 'x_velocity': -1.4674954080473837}"
330,[ 0.34553286 -0.06073374 -0.08681189 -0.11947856  0.36728734 -0.3478245 ],"[ 1.24062397e+00 -4.43717859e-01 -5.02954738e-01  1.74027924e-02
 -1.90170722e-01 -4.88737447e-01  3.07521744e-03 -2.98880851e-01
 -1.36522586e+00 -7.99298083e-01 -1.00000000e+01 -1.00000000e+01
 -2.15471581e+00  1.00000000e+01 -1.00000000e+01  4.38383586e-01
 -6.13035020e+00]",-0.40647972866433085,False,"{'x_position': -0.0490585200423029, 'x_velocity': -1.4060789537979883}"
331,[ 0.9747662   0.23608296 -0.5782134  -0.583862    0.86316824 -0.16453607],"[ 1.23460291e+00 -5.32682828e-01 -5.92367708e-01 -2.11868558e-04
 -1.20678340e-01 -5.85753189e-01  6.56190389e-03 -3.29981180e-01
 -1.22392057e+00 -6.93502729e-01 -1.00000000e+01 -9.71910396e+00
 -2.29641859e+00  3.88311060e+00 -1.00000000e+01  4.25232572e-01
 -2.19637772e+00]",-0.2937796750952467,False,"{'x_position': -0.059389131352061454, 'x_velocity': -1.2913264137198195}"
332,[-0.9831601  -0.99209934  0.8583129   0.18218099 -0.09551177 -0.17719156],"[ 1.22669459e+00 -6.24929793e-01 -6.71541519e-01 -4.44863076e-02
 -2.89866388e-02 -6.83665351e-01  6.05074783e-03 -3.33021515e-01
 -1.58522267e+00 -1.30159629e+00 -1.00000000e+01 -1.00000000e+01
 -8.67570608e+00  1.00000000e+01 -1.00000000e+01 -6.05702982e-01
  1.23116218e+00]",-0.41334804254864255,False,"{'x_position': -0.07067382549011905, 'x_velocity': -1.4105867672571997}"
333,[ 0.1763572   0.77228576  0.1203807   0.8202497  -0.61820763  0.10926969],"[ 1.21754431 -0.70591031 -0.72977426 -0.10333997  0.1197518  -0.74836912
 -0.03435714 -0.29551312 -1.36684545 -0.96613778 -7.34960737 -4.60083444
 -5.9619756  10.         -2.82671464 -9.41548064  7.95603055]",-0.4705378844126043,False,"{'x_position': -0.08242445697556851, 'x_velocity': -1.468828935681182}"
334,[ 0.08811984 -0.8682799   0.05394477 -0.04684144 -0.5124658   0.9385842 ],"[  1.20905437  -0.75560002  -0.73899711  -0.1829849    0.28223471
  -0.7449431   -0.14252646  -0.16368371  -1.71187233  -1.1802372
  -5.00391674   2.34863999 -10.          10.           3.65916383
 -10.          10.        ]",-0.5452615931125783,False,"{'x_position': -0.09477126699513497, 'x_velocity': -1.5433512524458073}"
335,[-0.33945906  0.10186987  0.7778893   0.66967946 -0.08309687 -0.8742393 ],"[  1.19950716  -0.78705115  -0.71176216  -0.29014103   0.49422968
  -0.70271569  -0.28389504  -0.02675922  -1.62488963  -1.20224749
  -2.87146141   4.40502081 -10.          10.           6.94164925
 -10.           9.77206974]",-0.6684821065764913,False,"{'x_position': -0.10810352071359162, 'x_velocity': -1.6665317148070822}"
336,[-0.3544744   0.6153973  -0.84053147 -0.30740136  0.95479417 -0.50066096],"[ 1.18852819e+00 -8.33196072e-01 -7.22849363e-01 -3.52293823e-01
  6.86308065e-01 -6.97124529e-01 -3.82013128e-01  1.15920305e-03
 -1.22492474e+00 -1.52319491e+00 -8.71327434e+00 -7.15911467e+00
 -3.14704786e+00  1.00000000e+01 -5.48362054e+00 -6.53343915e+00
 -2.31916959e+00]",-0.42543929478035547,False,"{'x_position': -0.1194872938895072, 'x_velocity': -1.4229716469894467}"
337,[ 0.17511676 -0.2024823   0.41463435  0.2881552  -0.54806674 -0.45762104],"[  1.17690221  -0.88938192  -0.7560185   -0.39124572   0.83851451
  -0.71329196  -0.45578845  -0.0432618   -1.40729907  -1.35118754
  -5.48372554  -1.36260222  -6.75688481  10.           1.15796966
 -10.          -9.23268601]",-0.3097660799506039,False,"{'x_position': -0.12995873121536844, 'x_velocity': -1.308929665732655}"
338,[-0.23684052  0.40048248  0.4914993   0.80851066 -0.88955915  0.5478889 ],"[  1.16665345  -0.91827693  -0.75065988  -0.44493394   0.92674674
  -0.67339377  -0.57615497  -0.08184333  -1.42971262  -1.2301345
  -1.68669011   2.77313177  -6.70824978   6.37630779   8.71464512
 -10.          -0.1432486 ]",-0.4271316068546693,False,"{'x_position': -0.14135815816230785, 'x_velocity': -1.4249283683674256}"
339,[ 0.57674557 -0.34944957 -0.84055394 -0.454315    0.35780364  0.999223  ],"[  1.15619497  -0.92795874  -0.71712907  -0.51990763   0.9245827
  -0.60861602  -0.70689155  -0.02735535  -1.29985825  -1.38006102
  -0.75420896   5.5546775  -10.          -7.02272714   7.47175964
 -10.          10.        ]",-0.36653041850912005,False,"{'x_position': -0.15227044828238398, 'x_velocity': -1.3640362650095168}"
340,[ 0.6081545  -0.28303477  0.28208712 -0.32529336  0.5166118   0.4277558 ],"[  1.14485542  -0.92676281  -0.65948071  -0.62621283   0.87891573
  -0.54723574  -0.81175093   0.11029968  -1.14866656  -1.45474038
   1.04813109   8.79826955 -10.          -4.57386655   7.9027032
 -10.          10.        ]",-0.22541297278455996,False,"{'x_position': -0.162065070366815, 'x_velocity': -1.2243277605538776}"
341,[-0.721813    0.47470394 -0.10424629 -0.40680206 -0.31634498 -0.62125456],"[ 1.13089849 -0.94600869 -0.63509393 -0.71121264  0.83490831 -0.51968867
 -0.8948712   0.23002932 -1.14099418 -2.02583922 -5.87657653 -2.63871947
 -6.88114763 -6.2728405  -1.01700328 -9.20269608  9.45306628]",-0.1449644926079273,False,"{'x_position': -0.17121351635204335, 'x_velocity': -1.1435557481535434}"
342,[-0.12876393  0.19344376  0.50836456  0.84602743 -0.73994726 -0.3853375 ],"[  1.11535147  -0.97353829  -0.63085651  -0.77047237   0.79966294
  -0.49187926  -0.99372567   0.27206093  -1.19405563  -1.8646501
  -1.01366204   3.6847565   -7.98687374  -2.87209037   7.88158873
 -10.           0.90402931]",-0.17055659880646423,False,"{'x_position': -0.18056417550617304, 'x_velocity': -1.1688323942662115}"
343,[ 0.3133598  -0.52659106 -0.56326824 -0.38056195 -0.5288704   0.37494454],"[  1.09921997  -0.97789977  -0.58755187  -0.85549444   0.73807735
  -0.42288481  -1.11948417   0.29717163  -1.28860254  -2.17291364
  -0.07520508   7.11367381 -10.         -10.           9.34939362
 -10.           5.38400442]",-0.24571780559735173,False,"{'x_position': -0.19051985492356996, 'x_velocity': -1.2444599271746146}"
344,[ 0.7684243   0.655946   -0.00426741  0.601499   -0.15996148 -0.9251152 ],"[  1.08406493  -0.94886995  -0.49419989  -0.96250914   0.64086768
  -0.30405821  -1.26304325   0.27158441  -1.14800262  -1.64180531
   7.37131447  10.         -10.         -10.          10.
 -10.         -10.        ]",-0.23239526169059224,False,"{'x_position': -0.2003609051282092, 'x_velocity': -1.230131275579905}"
345,[-0.7399635  -0.06084187 -0.34775457 -0.7488518   0.8196632   0.49301988],"[  1.06834022  -0.93025716  -0.42202363  -1.04775023   0.52320465
  -0.2061903   -1.38422793   0.2143086   -1.07656838  -2.2541028
  -2.74890058   1.76514796  -7.688094   -10.           4.07141323
 -10.          -2.18509334]",-0.09626718784416076,False,"{'x_position': -0.20911385961895382, 'x_velocity': -1.0941193113430774}"
346,[ 0.5355287  -0.7413944   0.756824    0.32891482  0.6779286  -0.19138955],"[  1.05073374  -0.92902728  -0.37398467  -1.12389607   0.42329546
  -0.14246691  -1.47698794   0.18462612  -0.93356516  -2.15771782
   3.05192663  10.         -10.          -7.48284469  10.
 -10.          -5.27464834]",-0.012394881275296749,False,"{'x_position': -0.21719690953829682, 'x_velocity': -1.0103812399178749}"
347,[ 0.03678551  0.34449726  0.78515834  0.42143396  0.22390787 -0.9753247 ],"[  1.03373886  -0.89551335  -0.2872157   -1.20503065   0.41412465
  -0.03025754  -1.57768586   0.07238879  -0.76711389  -2.09766356
   5.32165909  10.          -9.04947262   5.22251811  10.
 -10.         -10.        ]",0.14448846891378825,False,"{'x_position': -0.22402567774943463, 'x_velocity': -0.8535960263922268}"
348,[ 0.8550492   0.15974918  0.5632925  -0.73034877  0.14918402 -0.3870387 ],"[  1.01565513  -0.87095038  -0.22126169  -1.26597775   0.48703881
   0.07229917  -1.66439196  -0.13003437  -0.81287143  -2.44619409
  -0.03712937   3.83374091  -5.83730651  10.           8.18724578
  -8.55490212 -10.        ]",0.22974899668600268,False,"{'x_position': -0.23017345064277553, 'x_velocity': -0.7684716116676121}"
349,[-0.29935285 -0.46150145 -0.9606826   0.00534087  0.10478476  0.01389679],"[  0.99472426  -0.88985037  -0.20900412  -1.31663523   0.52531023
   0.11154206  -1.72056964  -0.34707199  -1.02373523  -2.76866375
  -4.23299073  -0.16674851  -7.01278661  -3.4042726    2.27423925
  -5.72557099 -10.        ]",0.0724997663036193,False,"{'x_position': -0.23758355884607918, 'x_velocity': -0.9262635254129563}"
350,[-0.56748164  0.682253   -0.58845806 -0.15889691  0.51006466 -0.10029532],"[  0.97244876  -0.94784118  -0.2469007   -1.35360235   0.46644614
   0.09289141  -1.74814535  -0.56839641  -1.11867702  -2.81275986
 -10.          -9.24144348  -2.24698732 -10.          -6.81759287
  -1.70356206 -10.        ]",-0.07924280781232959,False,"{'x_position': -0.24620606722368554, 'x_velocity': -1.0778135472007955}"
351,[ 0.68814707  0.61754787 -0.9526537   0.580706    0.04976298  0.9212307 ],"[  0.95120691  -1.01441717  -0.29799501  -1.37864508   0.34097727
   0.05186278  -1.76888487  -0.69563508  -0.88556645  -2.49271513
  -6.59903011  -3.86259668  -4.18462317 -10.          -3.71530348
  -3.41552198  -7.95139885]",0.004226073364690801,True,"{'x_position': -0.25414865205603376, 'x_velocity': -0.9928231040435276}"
352,[-0.8339712  -0.9884567   0.04438746  0.66936255 -0.66627264  0.9815672 ],"[ 1.25180191e+00 -1.00855960e-02 -9.73247982e-04 -1.57744095e-02
  1.89554068e-02  5.25881646e-03 -3.37673544e-02  7.13024944e-02
 -6.57481757e-01 -2.85804452e-01 -3.10765988e+00 -1.20880110e+00
 -4.45474157e+00  3.62091378e+00  1.80895373e-01 -7.43248976e+00
  1.00000000e+01]",0.6692858000218987,False,"{'x_position': -0.002205439720023469, 'x_velocity': -0.3271842355310798}"
353,[ 0.9817612   0.24689732 -0.22907753 -0.68619144  0.43135348 -0.7693634 ],"[ 1.24993704e+00 -3.12289094e-02 -5.93485589e-03 -5.27431590e-02
  3.08770728e-02 -3.36916663e-03 -6.35195772e-02  1.52043759e-01
 -3.88106555e-01 -1.74939612e-01 -2.17592448e+00 -2.53846636e-02
 -4.78989837e+00 -6.57520712e-01 -2.30910965e+00 -1.06493364e-01
  3.02903973e+00]",0.47547995503878276,False,"{'x_position': -0.006382991004166942, 'x_velocity': -0.5221939105179342}"
